8122;-0.161947;0.875885;-0.565229;-1.013382;-4.226336;1.389725;68.96;4.54;106.68;stand
8222;-0.174643;0.870758;-0.560102;3.215626;-0.157634;0.580565;68.98;4.60;106.99;stand
8322;-0.174887;0.867340;-0.570600;0.696542;1.475954;-4.152260;69.12;4.18;107.03;stand
8422;-0.190023;0.868561;-0.569379;-0.990481;-3.882824;1.130183;68.78;4.29;106.93;stand
8522;-0.172689;0.867584;-0.566693;2.772878;0.155344;1.924076;68.76;4.49;107.21;stand
8622;-0.171225;0.878326;-0.576947;2.230893;1.292748;-0.839282;68.87;4.40;107.42;stand
8722;-0.189291;0.882477;-0.563520;-18.761473;-2.256870;-15.915619;68.70;2.81;105.64;stand
8822;-0.230307;0.805816;-0.541059;-15.685137;2.132442;-0.427069;69.02;2.77;104.05;stand
8922;-0.176596;0.805816;-0.522748;-32.578266;-22.127098;-4.656076;66.78;2.30;100.99;stand
9022;-0.363607;0.729645;-0.719281;-78.830177;-47.317940;-63.869820;62.61;-4.08;92.88;stand
9122;-0.334311;0.664947;-0.360639;-23.646969;-32.417175;-5.877450;59.67;-4.67;91.07;stand
9222;-0.040609;0.453766;-0.361371;-56.738571;4.239313;-6.854550;59.28;-5.36;85.53;stand
9322;-0.109945;0.327545;-0.194867;-127.089722;35.155342;-27.648441;63.14;-8.12;73.50;stand
9422;-0.670980;0.245514;0.297564;-103.959953;113.079010;0.397359;75.75;-8.08;62.04;stand
9522;-0.336508;0.313141;-0.137006;55.727077;-84.943893;-4.877450;66.98;-8.57;68.28;stand
9622;-0.426596;0.276520;0.285846;-55.097351;48.796562;-6.877450;71.76;-9.26;62.49;stand
9722;-0.235434;0.101471;-0.043500;-26.715672;20.498856;3.458428;74.44;-8.91;59.71;stand
9822;-0.281088;-0.011566;-0.134809;-58.608803;26.369085;3.496595;76.95;-8.56;53.08;stand
9922;-0.308920;0.066070;-0.121869;-27.540098;-25.814121;24.656902;74.53;-6.10;50.97;stand
10022;-0.254477;-0.011078;-0.055951;0.162191;-1.127099;9.946977;74.89;-5.10;50.44;stand
10122;-0.362387;-0.099701;-0.016156;32.078220;-253.287399;9.504229;50.45;-4.15;53.00;stand
10222;0.044596;-0.025238;-0.085004;-0.013382;-1.111832;-0.121725;46.30;-4.16;53.03;stand
10322;-0.013266;-0.010346;0.009723;0.093489;0.239313;0.023313;49.11;-4.16;52.34;stand
10422;-0.010824;-0.015473;0.002643;-0.013382;-0.150000;-0.152260;48.76;-4.18;51.46;stand
10522;-0.013510;-0.014496;-0.001264;-0.135519;-0.211069;0.030947;49.07;-4.17;51.74;stand
10622;-0.008139;-0.019379;-0.003949;0.093489;0.109542;0.084382;48.26;-4.16;51.02;stand
10722;-0.010336;-0.012055;-0.002240;-0.051550;-0.050763;0.160718;48.97;-4.15;51.67;stand
10822;-0.008871;-0.014740;-0.002484;0.146924;0.140076;0.122550;48.60;-4.14;51.31;stand
10922;-0.011557;-0.015229;0.006793;-0.234756;-0.203435;0.038580;48.75;-4.13;51.66;stand
11022;-0.012289;-0.014008;-0.007367;0.101122;-0.104198;-0.121725;48.86;-4.14;51.84;stand
11122;-0.009848;-0.014496;0.008990;0.192725;-0.165267;-0.030122;48.53;-4.15;51.74;stand
11222;-0.007162;-0.014496;0.008502;0.055321;-0.088931;-0.014855;48.25;-4.15;51.54;stand
11322;-0.010824;-0.018891;0.001178;-0.036282;0.178244;0.336290;48.53;-4.12;51.24;stand
11422;-0.011557;-0.018646;0.000445;-0.097351;0.162977;-0.152260;48.63;-4.13;51.30;stand
11522;-0.010824;-0.014252;-0.003705;0.139290;-0.241603;0.198886;48.79;-4.11;51.59;stand
11622;-0.011557;-0.015717;-0.000043;0.047687;0.002672;0.092015;48.79;-4.10;51.50;stand
11722;-0.010336;-0.014496;0.001666;-0.005748;0.208779;0.076748;48.77;-4.09;51.48;stand
11822;-0.008139;-0.017914;0.001178;0.078221;0.056107;0.000412;48.33;-4.09;51.04;stand
11922;-0.011557;-0.017670;-0.004682;0.040053;-0.027863;-0.106458;48.65;-4.10;51.47;stand
12022;-0.010824;-0.010834;0.002154;0.162191;-0.012595;-0.159893;49.13;-4.12;51.89;stand
12122;-0.007895;-0.014984;0.001910;0.009519;0.132443;-0.121725;48.47;-4.13;51.21;stand
12222;-0.011312;-0.015961;0.003375;0.055321;0.056107;-0.144626;48.76;-4.15;51.54;stand
12322;-0.010336;-0.015717;0.000689;0.009519;0.162977;0.099649;48.72;-4.14;51.42;stand
12422;-0.008871;-0.012787;0.000201;0.024786;-0.020229;0.092015;48.78;-4.13;51.47;stand
12522;-0.011068;-0.014984;0.002887;0.009519;0.437786;-0.129359;48.87;-4.14;51.58;stand
12622;-0.010092;-0.014984;-0.003461;-0.097351;0.025573;-0.075924;48.76;-4.15;51.49;stand
12722;-0.007895;-0.020111;0.003375;-0.104985;-0.035496;-0.129359;48.27;-4.16;50.99;stand
12822;-0.012289;-0.017670;0.000934;-0.112618;-0.249237;0.000412;48.79;-4.16;51.45;stand
12922;-0.015463;-0.014496;-0.000775;-0.242389;0.101908;0.099649;49.29;-4.15;51.90;stand
13022;-0.013021;-0.012055;0.008502;-0.066817;0.002672;0.107282;49.07;-4.14;52.11;stand
13122;-0.009848;-0.012787;0.000934;0.108756;0.117176;0.107282;48.93;-4.13;51.54;stand
13222;-0.011312;-0.014740;0.006305;-0.074450;-0.012595;-0.075924;48.83;-4.14;51.68;stand
